phase,target_N_star,selection_strategy,selection_strategy_label,outer_seed_index,outer_seed_value,inner_seed_value,selected_sensor_ids,selected_sensor_count,selected_sensor_set_hash
4,50,kmeans_stratified,k-means stratified,22,1771473458,956090184,"[""DATLR2184"", ""DAUPG9028"", ""DDCVA2276"", ""DEIDA3268"", ""DEPLW3142"", ""DEVFQ3796"", ""DFAKZ8204"", ""DFQDK6326"", ""DGDNA0617"", ""DGRCH4426"", ""DGRSB4646"", ""DHUBD2135"", ""DIEET8865"", ""DIUDG6358"", ""DIVZD0266"", ""DJIHM1001"", ""DKDJK5693"", ""DKWDP4373"", ""DLJWW1620"", ""DMAEX1156"", ""DMFEL5431"", ""DMIYV7889"", ""DMYFE2499"", ""DNBEB5545"", ""DNFCT5518"", ""DPMHQ8304"", ""DPMWW4120"", ""DQABT4506"", ""DQGPJ5322"", ""DQTUI1287"", ""DQVFE3070"", ""DRJGY6541"", ""DRJPX9457"", ""DRUBP9408"", ""DSKDX3738"", ""DTVYY1142"", ""DUDWN9545"", ""DUGYZ8163"", ""DUIZW8642"", ""DUSKD5383"", ""DUVHI0112"", ""DUXLQ7589"", ""DVWMK9661"", ""DWMKK1484"", ""DWRMS8182"", ""DWZPM1574"", ""DYSHC8669"", ""DZBHR9476"", ""DZBKX0961"", ""DZCNZ4799""]",50,ae749bd77c6edb53
4,50,kmeans_stratified,k-means stratified,23,3672594599,210470598,"[""DAMWS8859"", ""DAPBK7657"", ""DAPJK7781"", ""DATLR2184"", ""DBCBA3610"", ""DBFUZ7169"", ""DBIRF2035"", ""DBIZF0451"", ""DBLXJ4454"", ""DBMHJ0743"", ""DDLSL3066"", ""DFKYP0941"", ""DFQDK6326"", ""DGDNA0617"", ""DGRCH4426"", ""DGTDZ6242"", ""DGTGR9009"", ""DHUBD2135"", ""DICQL6656"", ""DIEET8865"", ""DIFIV9884"", ""DIFPQ7419"", ""DIRJX6254"", ""DLVFF5341"", ""DMIYV7889"", ""DMLFU0523"", ""DNFCT5518"", ""DPMHQ8304"", ""DPMWW4120"", ""DPWHE0976"", ""DQGPJ5322"", ""DQRVM2041"", ""DRJPX9457"", ""DRQFY3540"", ""DRRDD3500"", ""DSSQU9498"", ""DTFVD6048"", ""DTQTJ0507"", ""DUBCZ6179"", ""DUDWN9545"", ""DVCMB9343"", ""DVPZF1960"", ""DVRBW4874"", ""DWEWU1433"", ""DWGYM0810"", ""DWZPM1574"", ""DYHTK6723"", ""DYRMT9480"", ""DZCNZ4799"", ""DZFVS4727""]",50,6b47e469edaf8a40
4,50,kmeans_stratified,k-means stratified,24,4278233503,3908093064,"[""DAETQ5676"", ""DAMWS8859"", ""DARLP7776"", ""DBCBA3610"", ""DBLXJ4454"", ""DCABM0358"", ""DCRJT8545"", ""DDGFW8206"", ""DDZMI3291"", ""DEVFQ3796"", ""DFIBC1899"", ""DFKYH6865"", ""DGDNA0617"", ""DGKDK3415"", ""DGRCH4426"", ""DGTGR9009"", ""DGZUS1041"", ""DHUBD2135"", ""DHZTI7858"", ""DICQL6656"", ""DIEET8865"", ""DIFIV9884"", ""DIHMX0551"", ""DIQKT3554"", ""DIZEF3591"", ""DJSLY4013"", ""DKNMF4367"", ""DLIKU5639"", ""DLNMW9381"", ""DLVFF5341"", ""DMLRY2750"", ""DMSGP0807"", ""DNUKL3524"", ""DPMHQ8304"", ""DPMWW4120"", ""DRCSL7614"", ""DRJPX9457"", ""DRRDD3500"", ""DSMXS8409"", ""DTCRA7818"", ""DUVHI0112"", ""DVCMB9343"", ""DWGYM0810"", ""DWRMS8182"", ""DWZRL1539"", ""DYSHC8669"", ""DZCNZ4799"", ""DZIEF7974"", ""DZIHS7092"", ""DZTFU6199""]",50,7a1f591d23467648
4,50,kmeans_stratified,k-means stratified,25,2443005784,3279882400,"[""DACZY2913"", ""DAHWZ2321"", ""DALUY0194"", ""DBCBA3610"", ""DBDBP2246"", ""DBFUZ7169"", ""DBMHJ0743"", ""DBYCW6873"", ""DCIJQ7018"", ""DFVRF7063"", ""DGDNA0617"", ""DGZGL5338"", ""DHCXV0760"", ""DHIBT9527"", ""DIFIV9884"", ""DIWKR9442"", ""DIXEX6164"", ""DJCYU2364"", ""DKRXT7147"", ""DKTWP2892"", ""DKWDP4373"", ""DKXFR1580"", ""DLNMW9381"", ""DLTCH1397"", ""DMAEX1156"", ""DMARJ5120"", ""DMFEL5431"", ""DMIYV7889"", ""DMYYS7663"", ""DPPCP3370"", ""DPQMK5751"", ""DPWHE0976"", ""DQGPJ5322"", ""DQUUS8611"", ""DQVGW1846"", ""DQZIL1804"", ""DRQFY3540"", ""DRRDD3500"", ""DSKEW3707"", ""DTVYY1142"", ""DUNKA8014"", ""DUVHI0112"", ""DVPEA0040"", ""DWMLU4849"", ""DYSHC8669"", ""DYUGS4351"", ""DYWWS0378"", ""DYZXT2661"", ""DZBHR9476"", ""DZTFU6199""]",50,eb61b673d5f63d39
4,50,kmeans_stratified,k-means stratified,26,876050271,96079738,"[""DAHWZ2321"", ""DBCBA3610"", ""DBFUZ7169"", ""DCAFN1583"", ""DCIJQ7018"", ""DCYXM8877"", ""DEPLW3142"", ""DFAQM2360"", ""DFQDK6326"", ""DFVRF7063"", ""DGDNA0617"", ""DGHRH9009"", ""DHCXV0760"", ""DHIBT9527"", ""DHZTI7858"", ""DJJVG1917"", ""DKNMF4367"", ""DKXFR1580"", ""DMARJ5120"", ""DMIYV7889"", ""DMLFU0523"", ""DMVDY6300"", ""DNEXF4696"", ""DNUKL3524"", ""DNVBM2851"", ""DPDDG5192"", ""DPMWW4120"", ""DPPCP3370"", ""DPQMK5751"", ""DQGPJ5322"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRJGY6541"", ""DRJPX9457"", ""DSKDX3738"", ""DTFVD6048"", ""DTKNM4892"", ""DUDWN9545"", ""DUGYZ8163"", ""DUIZW8642"", ""DUUZN2841"", ""DVPZF1960"", ""DWEIE9311"", ""DYHTK6723"", ""DYLLV9237"", ""DYUGS4351"", ""DYWEY8508"", ""DYWHJ8696"", ""DZKWB0839""]",50,1c8625f8eaf3431b
4,50,kmeans_stratified,k-means stratified,27,3566483087,1818299512,"[""DBFUZ7169"", ""DBIZF0451"", ""DBLXJ4454"", ""DCRJT8545"", ""DDGFW8206"", ""DFCTF9310"", ""DFDFU1164"", ""DFDVG9143"", ""DFIBC1899"", ""DFKYP0941"", ""DFQDK6326"", ""DFVRF7063"", ""DGRCH4426"", ""DIUZJ7853"", ""DIXUN6634"", ""DJCYU2364"", ""DJJVG1917"", ""DJJWX4142"", ""DKISS7174"", ""DKXFR1580"", ""DLTCH1397"", ""DMARJ5120"", ""DMFEL5431"", ""DMIYV7889"", ""DNCCJ5144"", ""DPBXQ5234"", ""DPDDG5192"", ""DPQLM7176"", ""DQGPJ5322"", ""DQJVA6225"", ""DQRVM2041"", ""DQTUI1287"", ""DSHWY2305"", ""DSKEW3707"", ""DSSQU9498"", ""DTCRA7818"", ""DTYDP5264"", ""DUSKD5383"", ""DUUZN2841"", ""DVPZF1960"", ""DWCTD3003"", ""DWEIE9311"", ""DWMLU4849"", ""DWZPM1574"", ""DXEMM9791"", ""DXUQX7513"", ""DXWXZ1902"", ""DZIHS7092"", ""DZLAV7766"", ""DZUWB2477""]",50,35d77cea7c1dd30a
4,50,kmeans_stratified,k-means stratified,28,2839622169,2840662014,"[""DACZY2913"", ""DAEXF8484"", ""DAHWZ2321"", ""DAMWS8859"", ""DAUPG9028"", ""DBCBA3610"", ""DCIJQ7018"", ""DCRJT8545"", ""DDGHI0125"", ""DEVFQ3796"", ""DFAKZ8204"", ""DFCTF9310"", ""DFIRX1818"", ""DFKYH6865"", ""DFMDU1576"", ""DGDNA0617"", ""DGHRH9009"", ""DGKDK3415"", ""DGRCH4426"", ""DGZUS1041"", ""DHBBM8531"", ""DHUBD2135"", ""DJGDZ3688"", ""DJJWX4142"", ""DKDJK5693"", ""DKIJX6114"", ""DKWDP4373"", ""DLFZU4679"", ""DMARJ5120"", ""DMFEL5431"", ""DMIYV7889"", ""DMLBL6950"", ""DNCCJ5144"", ""DPDDG5192"", ""DPPCP3370"", ""DQIUL8061"", ""DRQFY3540"", ""DRRDD3500"", ""DSMXS8409"", ""DSSQU9498"", ""DTQTJ0507"", ""DTYDP5264"", ""DUNKA8014"", ""DUUZN2841"", ""DWCTD3003"", ""DXWXZ1902"", ""DYUGS4351"", ""DZFVS4727"", ""DZIEF7974"", ""DZTFU6199""]",50,9ca8453835a9cf10
4,50,kmeans_stratified,k-means stratified,29,2710207964,2625308999,"[""DAEXF8484"", ""DALUY0194"", ""DAPBK7657"", ""DARLP7776"", ""DAUPG9028"", ""DBLXJ4454"", ""DBYCW6873"", ""DCHTB8281"", ""DCRJT8545"", ""DCYXM8877"", ""DCZQF3538"", ""DDCVA2276"", ""DDLSL3066"", ""DFEAJ0038"", ""DFIBC1899"", ""DFIRX1818"", ""DFRKF1779"", ""DGDNA0617"", ""DIBVR6629"", ""DITUY8368"", ""DIUDG6358"", ""DIUZJ7853"", ""DJJVG1917"", ""DKDJK5693"", ""DKISS7174"", ""DKTWP2892"", ""DLDVK7370"", ""DLJWW1620"", ""DLTCH1397"", ""DMFEL5431"", ""DMHRT7456"", ""DMSGP0807"", ""DMYFE2499"", ""DPDDG5192"", ""DRZTP3103"", ""DSHWY2305"", ""DUDWN9545"", ""DUVHI0112"", ""DUXLQ7589"", ""DVCMB9343"", ""DVWMK9661"", ""DWBTT8209"", ""DWGYM0810"", ""DWZRL1539"", ""DXWXZ1902"", ""DYRMT9480"", ""DYWEY8508"", ""DZBKX0961"", ""DZCNZ4799"", ""DZIHS7092""]",50,5b451221de128fa2
4,50,kmeans_stratified,k-means stratified,30,128455249,2030318960,"[""DAPJK7781"", ""DAWAP1896"", ""DAWUS6556"", ""DBIZF0451"", ""DBLXJ4454"", ""DBMHJ0743"", ""DCQTB2627"", ""DDGFW8206"", ""DDGHI0125"", ""DDQNT6485"", ""DFDFU1164"", ""DFRKF1779"", ""DGRSB4646"", ""DGZGL5338"", ""DICQL6656"", ""DIEET8865"", ""DITUY8368"", ""DIZEF3591"", ""DJWGZ0445"", ""DKWDP4373"", ""DLNMW9381"", ""DMAEX1156"", ""DMFEL5431"", ""DMIYV7889"", ""DMKJB8675"", ""DMVDY6300"", ""DPMHQ8304"", ""DPWHE0976"", ""DQABT4506"", ""DQAJZ3770"", ""DQGPJ5322"", ""DQVGW1846"", ""DRJPX9457"", ""DRRDD3500"", ""DSSQU9498"", ""DUSKD5383"", ""DVNGV1890"", ""DVPEA0040"", ""DVRBW4874"", ""DVWMK9661"", ""DWMKK1484"", ""DWRMS8182"", ""DXWXZ1902"", ""DXXAJ4778"", ""DYRMT9480"", ""DYWHJ8696"", ""DZIHS7092"", ""DZKWB0839"", ""DZLAV7766"", ""DZTFU6199""]",50,24016cf1a285747c
4,50,kmeans_stratified,k-means stratified,31,1181607706,3210899547,"[""DAEXF8484"", ""DAHWZ2321"", ""DALUY0194"", ""DAPJK7781"", ""DAREG6245"", ""DARLP7776"", ""DBFUZ7169"", ""DCQTB2627"", ""DDQNT6485"", ""DDZMI3291"", ""DFKYP0941"", ""DFNBI6922"", ""DGDNA0617"", ""DGKDK3415"", ""DGTGR9009"", ""DHZTI7858"", ""DIRJX6254"", ""DIVZD0266"", ""DIWKR9442"", ""DJCYU2364"", ""DJJVG1917"", ""DJKZD4256"", ""DJWGZ0445"", ""DKRXT7147"", ""DKXFR1580"", ""DLJWW1620"", ""DLTCH1397"", ""DLZBV6061"", ""DMARJ5120"", ""DMIYV7889"", ""DPCUT7707"", ""DPDDG5192"", ""DPMWW4120"", ""DQABT4506"", ""DQVGW1846"", ""DQXJA8041"", ""DRILK5150"", ""DRRDD3500"", ""DTKNM4892"", ""DUDWN9545"", ""DUGYZ8163"", ""DUIZW8642"", ""DVCHA9392"", ""DWEWU1433"", ""DWZPM1574"", ""DXEMM9791"", ""DXRZC4102"", ""DYRMT9480"", ""DZFVS4727"", ""DZLAV7766""]",50,780cf122ee6d61cb
4,50,kmeans_stratified,k-means stratified,32,2329315147,2226079867,"[""DAHAJ0678"", ""DAPJK7781"", ""DBDBP2246"", ""DBIZF0451"", ""DBMHJ0743"", ""DDLSL3066"", ""DDQNT6485"", ""DDZMI3291"", ""DFAKZ8204"", ""DFCTF9310"", ""DFIRX1818"", ""DFKYH6865"", ""DFVRF7063"", ""DGDNA0617"", ""DGRCH4426"", ""DGTGR9009"", ""DGZUS1041"", ""DHSIJ5379"", ""DICQL6656"", ""DIFIV9884"", ""DITUY8368"", ""DIXUN6634"", ""DKDJK5693"", ""DKWDP4373"", ""DLVFF5341"", ""DMFEL5431"", ""DMIYV7889"", ""DMLFU0523"", ""DPMHQ8304"", ""DPMWW4120"", ""DQABT4506"", ""DQGPJ5322"", ""DQJVA6225"", ""DQVFE3070"", ""DQVGW1846"", ""DRILK5150"", ""DRJPX9457"", ""DRRDD3500"", ""DRZTP3103"", ""DSSQU9498"", ""DTCRA7818"", ""DTYDP5264"", ""DVCHA9392"", ""DVPEA0040"", ""DWFRI5691"", ""DWMLU4849"", ""DWRMS8182"", ""DWTBK5575"", ""DWTBM7891"", ""DZCNZ4799""]",50,60e559d145ae9202
4,50,kmeans_stratified,k-means stratified,33,4003312223,3569838222,"[""DACZY2913"", ""DAETQ5676"", ""DAEXF8484"", ""DAHWZ2321"", ""DAPJK7781"", ""DARLP7776"", ""DATLR2184"", ""DBJPV1452"", ""DBLXJ4454"", ""DBMHJ0743"", ""DCIJQ7018"", ""DCIRD2804"", ""DCQTB2627"", ""DCRJT8545"", ""DDGHI0125"", ""DDLSL3066"", ""DERZJ4600"", ""DFKYH6865"", ""DFRKF1779"", ""DGDNA0617"", ""DGRSB4646"", ""DGTDZ6242"", ""DHJUH1119"", ""DHSIJ5379"", ""DIUDG6358"", ""DIVZD0266"", ""DIXUN6634"", ""DIZEF3591"", ""DJWGZ0445"", ""DKWDP4373"", ""DLJWW1620"", ""DLTCH1397"", ""DLUKV4510"", ""DMIYV7889"", ""DMLBL6950"", ""DMLFU0523"", ""DMYFE2499"", ""DNFCT5518"", ""DPMHQ8304"", ""DPMWW4120"", ""DQRVM2041"", ""DRQFY3540"", ""DRRDD3500"", ""DSSQU9498"", ""DUSKD5383"", ""DWFRI5691"", ""DWGYM0810"", ""DWMKK1484"", ""DXUQX7513"", ""DZLAV7766""]",50,342943f6809c0399
4,50,kmeans_stratified,k-means stratified,34,3397513578,829179714,"[""DACZY2913"", ""DAEXF8484"", ""DBCBA3610"", ""DBMHJ0743"", ""DBYCW6873"", ""DCFVE7122"", ""DCHTB8281"", ""DDHVZ6546"", ""DEWGT8066"", ""DFIRX1818"", ""DFVRF7063"", ""DGRCH4426"", ""DHJUH1119"", ""DIEET8865"", ""DIQKT3554"", ""DIRJX6254"", ""DIWKR9442"", ""DIWYY0447"", ""DJCYU2364"", ""DJGDZ3688"", ""DJHFB1439"", ""DJIHM1001"", ""DLNMW9381"", ""DMHRT7456"", ""DMIYV7889"", ""DMLFU0523"", ""DMYFE2499"", ""DMYYS7663"", ""DNBEB5545"", ""DPDDG5192"", ""DPMWW4120"", ""DPPCP3370"", ""DQJVA6225"", ""DQVGW1846"", ""DRCQU4244"", ""DRJPX9457"", ""DRRDD3500"", ""DRYBG8957"", ""DSSQU9498"", ""DTYDP5264"", ""DUXLQ7589"", ""DVWMK9661"", ""DWGYM0810"", ""DWMKK1484"", ""DWRMS8182"", ""DYHTK6723"", ""DYWWS0378"", ""DZIEF7974"", ""DZKWB0839"", ""DZTFU6199""]",50,48e61f6824eae894
4,50,kmeans_stratified,k-means stratified,35,2068412561,4240131481,"[""DAHWZ2321"", ""DAMWS8859"", ""DATLR2184"", ""DBCBA3610"", ""DBFUZ7169"", ""DBTKW5792"", ""DCABM0358"", ""DCHTB8281"", ""DCIJQ7018"", ""DCQTB2627"", ""DDHVZ6546"", ""DEPLW3142"", ""DFDFU1164"", ""DFIRX1818"", ""DGAID0757"", ""DGDNA0617"", ""DGKDK3415"", ""DGRCH4426"", ""DGRSB4646"", ""DGZGL5338"", ""DHUBD2135"", ""DIIPF3878"", ""DIUZJ7853"", ""DIXEX6164"", ""DKDJK5693"", ""DKISS7174"", ""DKWDP4373"", ""DMARJ5120"", ""DMFEL5431"", ""DMIYV7889"", ""DMLRY2750"", ""DNBKU3560"", ""DQABT4506"", ""DQGPJ5322"", ""DRCSL7614"", ""DRHPF2920"", ""DRRDD3500"", ""DSKEW3707"", ""DSSQU9498"", ""DTQTJ0507"", ""DUDWN9545"", ""DUIZW8642"", ""DUUZN2841"", ""DVPEA0040"", ""DWEIE9311"", ""DWZPM1574"", ""DYDVV6312"", ""DYZXT2661"", ""DZFVS4727"", ""DZKWB0839""]",50,73636e8f380afdd9
4,50,kmeans_stratified,k-means stratified,36,914116094,3163364563,"[""DAWAP1896"", ""DAWUS6556"", ""DBFUZ7169"", ""DBLXJ4454"", ""DCFVE7122"", ""DCHTB8281"", ""DCYXM8877"", ""DEVFQ3796"", ""DFDVG9143"", ""DFEAJ0038"", ""DGDNA0617"", ""DGRCH4426"", ""DHIBT9527"", ""DHJUH1119"", ""DIUZJ7853"", ""DIXEX6164"", ""DJCYU2364"", ""DJIHM1001"", ""DKWDP4373"", ""DMARJ5120"", ""DMFEL5431"", ""DMLBL6950"", ""DMYYS7663"", ""DNBEB5545"", ""DNUKL3524"", ""DPBXQ5234"", ""DPCUT7707"", ""DPMHQ8304"", ""DPPCP3370"", ""DQGPJ5322"", ""DQJVA6225"", ""DQVGW1846"", ""DRDZF3698"", ""DRQFY3540"", ""DRUBP9408"", ""DSHWY2305"", ""DSHYP2656"", ""DSKEW3707"", ""DUDWN9545"", ""DUIZW8642"", ""DVPZF1960"", ""DWCTD3003"", ""DWRMS8182"", ""DWTBM7891"", ""DXHYE9278"", ""DYGHJ0891"", ""DYSHC8669"", ""DZCNZ4799"", ""DZIHS7092"", ""DZUWB2477""]",50,43e7fe62c63c81f8
4,50,kmeans_stratified,k-means stratified,37,2037159892,726045113,"[""DACZY2913"", ""DAEXF8484"", ""DAHWZ2321"", ""DAPJK7781"", ""DAWAP1896"", ""DBCBA3610"", ""DBFUZ7169"", ""DBIZF0451"", ""DBMHJ0743"", ""DCZQF3538"", ""DFAQM2360"", ""DFIRX1818"", ""DGDNA0617"", ""DGRCH4426"", ""DHCXV0760"", ""DIRJX6254"", ""DJCYU2364"", ""DJGDZ3688"", ""DJHFB1439"", ""DJKZD4256"", ""DKWDP4373"", ""DLNMW9381"", ""DMARJ5120"", ""DMIYV7889"", ""DMMAG3845"", ""DMTRR1120"", ""DMYFE2499"", ""DNBEB5545"", ""DPBXQ5234"", ""DPDDG5192"", ""DPMHQ8304"", ""DPMWW4120"", ""DQJVA6225"", ""DQVGW1846"", ""DRDZF3698"", ""DRJPX9457"", ""DRRDD3500"", ""DRUBP9408"", ""DSSQU9498"", ""DTCRA7818"", ""DUDWN9545"", ""DUUZN2841"", ""DVPEA0040"", ""DVPZF1960"", ""DWGYM0810"", ""DXRZC4102"", ""DYDVV6312"", ""DYLLV9237"", ""DYWHJ8696"", ""DZLAV7766""]",50,123bb7230e8ccac6
4,50,kmeans_stratified,k-means stratified,38,3058830925,3698090473,"[""DAEXF8484"", ""DBFUZ7169"", ""DCAFN1583"", ""DCIJQ7018"", ""DCIRD2804"", ""DDGFW8206"", ""DDQNT6485"", ""DEJMD2536"", ""DERZJ4600"", ""DFVRF7063"", ""DGTGR9009"", ""DHCXV0760"", ""DHQVH8975"", ""DJCYU2364"", ""DJGDZ3688"", ""DJJVG1917"", ""DJKZD4256"", ""DJSLY4013"", ""DKISS7174"", ""DKUAZ4434"", ""DKWDP4373"", ""DLIKU5639"", ""DLTCH1397"", ""DLZBV6061"", ""DMARJ5120"", ""DNBEB5545"", ""DNBKU3560"", ""DPDDG5192"", ""DPMWW4120"", ""DPPCP3370"", ""DQABT4506"", ""DQJVA6225"", ""DQRVM2041"", ""DQUUS8611"", ""DQWCU6663"", ""DQZEA3135"", ""DRRDD3500"", ""DRYBG8957"", ""DSSQU9498"", ""DTKNM4892"", ""DTYDP5264"", ""DUDWN9545"", ""DUUZN2841"", ""DUXLQ7589"", ""DVWMK9661"", ""DWTBK5575"", ""DXEMM9791"", ""DYLLV9237"", ""DYWWS0378"", ""DZCNZ4799""]",50,8013b67046c0bb3e
4,50,kmeans_stratified,k-means stratified,39,2823015907,3494883578,"[""DAHAJ0678"", ""DAHWZ2321"", ""DAPBK7657"", ""DAWAP1896"", ""DBZCJ6205"", ""DCAFN1583"", ""DCFVE7122"", ""DCQTB2627"", ""DDGHI0125"", ""DDLSL3066"", ""DEVFQ3796"", ""DFESS1920"", ""DFIRX1818"", ""DGDNA0617"", ""DGRCH4426"", ""DHBBM8531"", ""DHSIJ5379"", ""DHUBD2135"", ""DHZTI7858"", ""DIEET8865"", ""DIRJX6254"", ""DJWGZ0445"", ""DKHYU9123"", ""DKISS7174"", ""DKWDP4373"", ""DKXFR1580"", ""DLUKV4510"", ""DMFEL5431"", ""DMIYV7889"", ""DNUKL3524"", ""DNVBM2851"", ""DPCUT7707"", ""DPDDG5192"", ""DPMHQ8304"", ""DQABT4506"", ""DQGPJ5322"", ""DQJDZ1252"", ""DQZIL1804"", ""DRRDD3500"", ""DTKNM4892"", ""DTVYY1142"", ""DTYDP5264"", ""DWCTD3003"", ""DWEIE9311"", ""DWRMS8182"", ""DXIGM4223"", ""DYSHC8669"", ""DYUGS4351"", ""DZIEF7974"", ""DZUWB2477""]",50,fc3aba40fa3608ec
4,50,kmeans_stratified,k-means stratified,40,2541215460,654603626,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DALUY0194"", ""DAYYE9472"", ""DBCBA3610"", ""DBDBP2246"", ""DBMHJ0743"", ""DBZCJ6205"", ""DEPLW3142"", ""DFAKZ8204"", ""DFIBC1899"", ""DFKYH6865"", ""DFQDK6326"", ""DHJUH1119"", ""DHUBD2135"", ""DITUM6528"", ""DITUY8368"", ""DIUDG6358"", ""DIWKR9442"", ""DIZEF3591"", ""DJCYU2364"", ""DKTWP2892"", ""DKUAZ4434"", ""DKWDP4373"", ""DMARJ5120"", ""DMIYV7889"", ""DMLFU0523"", ""DNBEB5545"", ""DNEXF4696"", ""DNFCT5518"", ""DNVBM2851"", ""DPMWW4120"", ""DQTUI1287"", ""DRQFY3540"", ""DRRDD3500"", ""DRUBP9408"", ""DSHWY2305"", ""DTCRA7818"", ""DTYDP5264"", ""DUNKA8014"", ""DUUZN2841"", ""DVPZF1960"", ""DVWMK9661"", ""DWEWU1433"", ""DWRMS8182"", ""DWTBK5575"", ""DYSHC8669"", ""DYWWS0378"", ""DZTFU6199""]",50,e7625b20bd0a89d0
4,50,kmeans_stratified,k-means stratified,41,983795517,2971640839,"[""DAEXF8484"", ""DARLP7776"", ""DAYYE9472"", ""DBFUZ7169"", ""DBMHJ0743"", ""DCHTB8281"", ""DCIRD2804"", ""DFAKZ8204"", ""DFESS1920"", ""DFIBC1899"", ""DFKYH6865"", ""DFMDU1576"", ""DFRKF1779"", ""DFVRF7063"", ""DGHRH9009"", ""DGRCH4426"", ""DGRSB4646"", ""DGTGR9009"", ""DHQVH8975"", ""DIWKR9442"", ""DIZEF3591"", ""DJJWX4142"", ""DJWGZ0445"", ""DKHYU9123"", ""DKWDP4373"", ""DLFZU4679"", ""DLJWW1620"", ""DMFEL5431"", ""DMIYV7889"", ""DMLFU0523"", ""DNEXF4696"", ""DNVBM2851"", ""DPMHQ8304"", ""DPQMK5751"", ""DQUUS8611"", ""DRCSL7614"", ""DRDMU5348"", ""DRJPX9457"", ""DRRDD3500"", ""DRYBG8957"", ""DSSQU9498"", ""DUSKD5383"", ""DUXLQ7589"", ""DVWMK9661"", ""DWMLU4849"", ""DWRMS8182"", ""DXEMM9791"", ""DZIEF7974"", ""DZLAV7766"", ""DZTFU6199""]",50,4713ff435d0c1d29
4,50,kmeans_stratified,k-means stratified,42,3833985626,860580143,"[""DAEXF8484"", ""DAHWZ2321"", ""DALUY0194"", ""DAMWS8859"", ""DAPJK7781"", ""DARLP7776"", ""DBCBA3610"", ""DBIRF2035"", ""DBZCJ6205"", ""DCHTB8281"", ""DDZMI3291"", ""DEYGE9157"", ""DFAKZ8204"", ""DFIRX1818"", ""DFKYP0941"", ""DFQDK6326"", ""DFVRF7063"", ""DGKDK3415"", ""DGRCH4426"", ""DIFIV9884"", ""DJGDZ3688"", ""DMIYV7889"", ""DPCUT7707"", ""DPMWW4120"", ""DPPCP3370"", ""DQABT4506"", ""DQAJZ3770"", ""DQJVA6225"", ""DQRVM2041"", ""DQTUI1287"", ""DQUUS8611"", ""DQVGW1846"", ""DRJGY6541"", ""DSZQR8376"", ""DTYDP5264"", ""DUDWN9545"", ""DUXLQ7589"", ""DWFRI5691"", ""DWRMS8182"", ""DWTBK5575"", ""DWTBM7891"", ""DXEMM9791"", ""DXWXZ1902"", ""DYLLV9237"", ""DYUGS4351"", ""DZBKX0961"", ""DZCNZ4799"", ""DZFVS4727"", ""DZKWB0839"", ""DZTFU6199""]",50,9987673af50ab8ae
4,50,kmeans_stratified,k-means stratified,43,4062467148,2589473144,"[""DAWAP1896"", ""DBFUZ7169"", ""DBLXJ4454"", ""DBMHJ0743"", ""DCABM0358"", ""DCHTB8281"", ""DCYXM8877"", ""DDQNT6485"", ""DEIDA3268"", ""DEJMD2536"", ""DFEAJ0038"", ""DFIBC1899"", ""DFIRX1818"", ""DFQDK6326"", ""DFVRF7063"", ""DGKDK3415"", ""DGRCH4426"", ""DHJUH1119"", ""DHQVH8975"", ""DHZTI7858"", ""DIEET8865"", ""DIHMX0551"", ""DIWKR9442"", ""DJSLY4013"", ""DKHYU9123"", ""DKNMF4367"", ""DKTWP2892"", ""DKWDP4373"", ""DKXFR1580"", ""DLJWW1620"", ""DMFEL5431"", ""DMLFU0523"", ""DMVDY6300"", ""DPMHQ8304"", ""DPMWW4120"", ""DPPCP3370"", ""DPWHE0976"", ""DQGPJ5322"", ""DQJVA6225"", ""DQRVM2041"", ""DSKEW3707"", ""DSSQU9498"", ""DTYDP5264"", ""DUXLQ7589"", ""DWGYM0810"", ""DYWHJ8696"", ""DZCNZ4799"", ""DZIHS7092"", ""DZLAV7766"", ""DZTFU6199""]",50,9f523e683e3e49ce
4,50,kmeans_stratified,k-means stratified,44,2518154831,1525412682,"[""DACZY2913"", ""DAEXF8484"", ""DAHWZ2321"", ""DAUPG9028"", ""DBIZF0451"", ""DDCVA2276"", ""DDLSL3066"", ""DDQNT6485"", ""DFAKZ8204"", ""DFKYP0941"", ""DFMDU1576"", ""DFNBI6922"", ""DFVRF7063"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHIBT9527"", ""DHUBD2135"", ""DIEET8865"", ""DITUY8368"", ""DIWKR9442"", ""DIXUN6634"", ""DJKZD4256"", ""DJWGZ0445"", ""DKISS7174"", ""DKXFR1580"", ""DLFZU4679"", ""DMIYV7889"", ""DNEXF4696"", ""DPDDG5192"", ""DPMHQ8304"", ""DPMWW4120"", ""DPQLM7176"", ""DRRDD3500"", ""DRYBG8957"", ""DSHWY2305"", ""DSSQU9498"", ""DTFVD6048"", ""DTKNM4892"", ""DUIZW8642"", ""DVNGV1890"", ""DVWMK9661"", ""DWCTD3003"", ""DWMLU4849"", ""DWRMS8182"", ""DXWXZ1902"", ""DYHTK6723"", ""DZIEF7974"", ""DZIHS7092"", ""DZLAV7766""]",50,2511f3db8c37d11c
